brand,year,fuel,transmission,km_driven,owner,mileage,engine,age,price
Hyundai,2015,Petrol,Manual,144371,First,18.3,1198,11,72524.69
Hyundai,2007,Petrol,Manual,236696,Fourth,17.6,1705,19,35000.0
Hyundai,2026,Petrol,Manual,12008,First,18.5,702,0,483448.5
Tata,2026,Petrol,Manual,10992,First,13.9,1287,0,515948.57
Renault,2016,Petrol,Automatic,113198,Second,18.4,878,10,72152.41
Hyundai,2025,Electric,Manual,15729,Fourth,14.7,1565,1,336153.08
Mahindra,2021,Diesel,Manual,65480,First,26.6,729,5,306319.4
Volkswagen,2021,Diesel,Manual,71231,First,12.3,1229,5,333422.77
Hyundai,2023,Petrol,Manual,37641,First,12.4,1584,3,325957.98
Chevrolet,2017,Diesel,Manual,103617,First,17.2,1268,9,90224.86
Hyundai,2011,Petrol,Manual,195643,Fourth,21.0,1783,15,35000.0
Toyota,2019,CNG,Manual,82358,First,17.8,1181,7,221675.59
Ford,2017,Petrol,Automatic,111644,First,23.8,1405,9,152622.17
Audi,2007,Diesel,Manual,239400,Second,13.3,1198,19,146420.71
Lexus,2023,Diesel,Automatic,48877,Third,15.8,1143,3,1650258.19
Toyota,2017,Diesel,Automatic,102696,Fourth,13.1,1115,9,120276.78
Maruti,2008,Petrol,Automatic,207646,Second,18.3,1464,18,35000.0
Nissan,2016,Petrol,Manual,125656,First,11.6,747,10,70707.25
Hyundai,2019,Petrol,Manual,85215,First,15.4,1817,7,176053.26
Chevrolet,2012,Petrol,Automatic,163196,Second,21.1,1314,14,36416.93
Mahindra,2026,Petrol,Manual,25442,First,18.3,1158,0,618438.63
Mahindra,2013,Diesel,Manual,145656,Second,18.5,1702,13,58723.23
Hyundai,2008,Petrol,Manual,218191,First,22.0,1481,18,35000.0
Hyundai,2016,Petrol,Manual,140888,First,15.7,1823,10,86545.16
Toyota,2013,Diesel,Manual,159509,Second,21.7,600,13,62837.79
Hyundai,2023,Diesel,Manual,36390,First,22.7,600,3,362738.43
Maruti,2011,CNG,Automatic,178919,First,21.5,1603,15,35000.0
Tata,2014,Petrol,Manual,135630,Second,11.3,1591,12,48875.87
Maruti,2024,Diesel,Automatic,27037,First,23.0,834,2,417644.7
Maruti,2010,Petrol,Manual,194758,Fourth,20.3,1496,16,35000.0
Maruti,2009,Petrol,Automatic,205555,First,13.4,1173,17,35000.0
Kia,2013,Diesel,Manual,155547,Second,20.1,1162,13,57526.17
Maruti,2022,Petrol,Manual,44613,First,16.6,2177,4,244985.05
Maruti,2022,CNG,Automatic,54741,First,14.4,1618,4,228633.1
Nissan,2022,Petrol,Automatic,44444,First,20.4,1723,4,342321.84
Honda,2021,Diesel,Manual,61097,Third,13.0,1268,5,208608.82
Tata,2015,CNG,Manual,133337,First,12.5,1926,11,65365.87
Maruti,2011,Petrol,Manual,191088,Fourth,19.8,1262,15,35000.0
Maruti,2005,Diesel,Manual,253633,Second,20.4,1083,21,35000.0
Maruti,2011,Diesel,Automatic,188125,Third,14.1,1055,15,35000.0
Tata,2019,Petrol,Automatic,89911,First,20.2,1325,7,172286.62
Maruti,2008,Petrol,Automatic,216318,First,16.8,905,18,35000.0
Maruti,2007,Diesel,Automatic,227319,Third,14.5,1527,19,35000.0
Hyundai,2009,Petrol,Manual,193898,First,20.2,971,17,35000.0
Volkswagen,2011,Petrol,Manual,189363,Second,24.7,1314,15,52272.75
Maruti,2021,Petrol,Manual,41266,First,13.5,1463,5,182926.09
Maruti,2011,CNG,Automatic,172273,Second,17.6,1335,15,35000.0
Maruti,2018,Petrol,Manual,96582,Third,22.7,1695,8,87056.34
Maruti,2021,Diesel,Manual,64927,First,25.4,1465,5,241046.73
Mahindra,2019,Electric,Manual,79280,Second,26.6,1211,7,243808.96
Tata,2021,CNG,Automatic,47507,First,20.2,1161,5,270140.0
Maruti,2005,Diesel,Manual,250454,First,19.6,999,21,35000.0
Toyota,2013,Petrol,Automatic,157311,Second,15.6,1105,13,67024.13
Maruti,2024,Petrol,Manual,18156,Fourth,16.9,1000,2,209418.82
Tata,2016,Petrol,Manual,118641,Second,14.3,1202,10,58351.45
Jeep,2019,Diesel,Manual,95101,Second,20.7,1141,7,297166.9
Renault,2022,CNG,Manual,46745,First,23.3,1893,4,238521.5
Maruti,2016,Petrol,Manual,118426,Second,18.2,1494,10,58712.92
Maruti,2009,Petrol,Manual,203161,Fourth,9.5,1319,17,35000.0
Chevrolet,2013,Petrol,Manual,161371,Fourth,15.7,1157,13,35000.0
Maruti,2019,CNG,Manual,94794,First,20.6,1540,7,127895.23
Hyundai,2005,CNG,Automatic,243483,Third,10.5,828,21,35000.0
Kia,2025,Diesel,Automatic,10706,Fourth,20.8,1371,1,430977.97
Maruti,2005,Electric,Automatic,255055,First,12.6,1305,21,35000.0
Skoda,2014,Petrol,Manual,132149,Test Drive,14.4,2281,12,113254.79
BMW,2017,Diesel,Manual,114478,Third,14.4,1135,9,546930.96
Lexus,2007,Petrol,Manual,217889,Third,18.9,1247,19,108616.77
Kia,2026,Diesel,Automatic,9353,Second,17.3,1666,0,734965.84
Ford,2009,Diesel,Manual,212630,Second,18.4,1039,17,35000.0
Chevrolet,2020,CNG,Manual,71124,Third,22.4,1373,6,113191.44
Maruti,2020,Petrol,Automatic,59597,Second,16.7,1418,6,183517.79
Ford,2005,Diesel,Manual,250766,First,22.2,1020,21,35000.0
Tata,2026,Petrol,Automatic,13552,Second,19.5,1078,0,463647.47
Volvo,2005,Diesel,Automatic,233009,First,15.7,1636,21,111726.52
Tata,2016,Petrol,Automatic,127698,First,17.2,1242,10,86398.76
Kia,2026,Electric,Automatic,24069,Second,16.9,1376,0,799059.04
Tata,2012,Petrol,Manual,163120,First,18.9,1045,14,35000.0
Tata,2019,Petrol,Automatic,74291,First,19.2,1355,7,203693.61
Mahindra,2005,Petrol,Manual,230893,First,19.5,1450,21,35000.0
Toyota,2014,Petrol,Manual,148757,First,24.9,1189,12,89705.87
Hyundai,2017,Petrol,Manual,110600,Third,12.8,1231,9,69436.09
Maruti,2023,Diesel,Manual,48740,First,19.2,1221,3,302725.79
Toyota,2010,Petrol,Manual,198024,First,18.7,1222,16,52123.4
Tata,2007,Diesel,Manual,221537,Second,16.6,1127,19,35000.0
Toyota,2006,Petrol,Manual,245130,First,15.8,1458,20,35000.0
Hyundai,2024,Diesel,Manual,23842,Second,22.3,1628,2,429613.64
Maruti,2022,Electric,Manual,38519,First,25.9,965,4,348896.55
Volkswagen,2006,Petrol,Manual,239889,First,13.7,1161,20,35000.0
Tata,2026,Diesel,Manual,17973,First,17.3,892,0,574579.83
Kia,2010,Petrol,Manual,187800,First,11.8,1062,16,40369.71
Ford,2016,Petrol,Automatic,118672,First,19.3,1008,10,105072.19
Tata,2022,Petrol,Manual,56224,Second,10.6,1166,4,188731.06
Hyundai,2014,Electric,Manual,145917,Second,16.6,1600,12,63605.94
Ford,2010,Petrol,Manual,202995,Second,17.4,640,16,35000.0
Hyundai,2025,Petrol,Manual,3135,Second,16.3,1311,1,412225.92
Hyundai,2024,Diesel,Manual,19660,Third,22.3,1253,2,317877.14
Hyundai,2011,Diesel,Automatic,175154,Second,18.1,851,15,36580.71
Maruti,2010,Diesel,Manual,196257,First,17.5,647,16,35000.0
Maruti,2005,Diesel,Automatic,253974,Fourth,16.1,901,21,35000.0
Maruti,2019,Petrol,Manual,80051,First,20.6,1121,7,135258.75
Maruti,2020,Petrol,Manual,62700,Second,15.7,983,6,127038.58
Mahindra,2008,LPG,Manual,206742,Fourth,23.2,1692,18,35000.0
Honda,2025,Petrol,Manual,9429,Third,24.5,1223,1,476344.86
Nissan,2026,Petrol,Manual,4379,First,14.1,1827,0,497935.59
Maruti,2020,Petrol,Manual,76543,First,9.8,1453,6,120521.96
Hyundai,2014,Petrol,Manual,134642,First,15.2,1365,12,55570.72
Hyundai,2021,Petrol,Manual,55666,Third,10.3,1346,5,147241.82
Mercedes,2025,Diesel,Manual,16432,First,12.2,1385,1,3660298.21
Ford,2024,Petrol,Automatic,15129,First,28.2,922,2,498036.24
Maruti,2020,Petrol,Manual,70120,Second,13.5,2052,6,143050.86
Toyota,2020,CNG,Automatic,70715,Fourth,16.4,1710,6,170522.82
Mahindra,2013,CNG,Manual,167540,Fourth,14.5,1496,13,35000.0
Maruti,2015,Petrol,Automatic,135136,Second,18.5,1431,11,63667.65
Ford,2015,Petrol,Automatic,109998,Third,20.6,937,11,72302.12
Honda,2009,Petrol,Automatic,195503,Second,18.0,1535,17,35000.0
Chevrolet,2005,Petrol,Manual,254256,First,20.2,1717,21,35000.0
Mahindra,2020,Diesel,Manual,52911,First,17.2,1036,6,302942.83
Mercedes,2013,Petrol,Manual,160725,Third,20.5,1735,13,340490.29
MG,2011,Diesel,Manual,178127,Second,22.1,914,15,51821.59
Tata,2017,Petrol,Automatic,106676,Third,14.9,1605,9,89254.34
Nissan,2013,Petrol,Manual,161697,First,16.4,1481,13,43834.84
Toyota,2008,Electric,Manual,228167,First,13.4,783,18,39717.58
Mahindra,2011,Diesel,Manual,176904,Second,15.6,1877,15,43931.74
Honda,2006,Petrol,Manual,235790,Test Drive,21.4,1678,20,35000.0
Toyota,2009,Petrol,Manual,183708,Second,20.4,1208,17,35459.08
Mercedes,2025,Diesel,Manual,12942,First,20.3,2094,1,4529093.53
Nissan,2009,Petrol,Manual,204117,Second,14.9,616,17,35000.0
Chevrolet,2017,Petrol,Manual,116721,Second,15.1,1110,9,67281.45
Skoda,2009,Petrol,Manual,205604,Second,17.4,794,17,35000.0
Hyundai,2023,Petrol,Manual,49152,Second,17.9,1411,3,266936.57
Maruti,2018,Petrol,Manual,78459,Third,11.8,2018,8,82615.5
Hyundai,2016,Petrol,Manual,113438,Second,24.4,1326,10,91667.43
Ford,2017,Petrol,Manual,103107,Fourth,21.1,1471,9,68414.83
Kia,2026,Diesel,Manual,13170,First,17.7,1275,0,737210.91
Maruti,2016,CNG,Manual,108725,First,15.7,1122,10,78945.44
Maruti,2013,CNG,Automatic,165890,First,22.9,1142,13,42299.68
MG,2023,Diesel,Manual,39238,First,11.2,1351,3,503567.78
Toyota,2010,Electric,Manual,204477,Second,14.9,1824,16,48620.79
Honda,2022,Petrol,Automatic,55322,First,18.9,1346,4,391389.15
Maruti,2022,LPG,Manual,34982,First,17.5,815,4,193405.43
Maruti,2026,Petrol,Manual,7823,First,19.5,600,0,378052.49
Chevrolet,2025,Petrol,Manual,13720,First,20.2,1189,1,364432.68
Renault,2018,Diesel,Manual,88369,Second,23.1,1490,8,128996.15
Nissan,2023,Diesel,Automatic,47031,Fourth,24.5,1547,3,232393.12
Maruti,2012,Diesel,Manual,172937,First,27.9,1043,14,37834.79
Toyota,2026,Diesel,Manual,20287,First,20.5,1459,0,852780.2
Honda,2021,Diesel,Automatic,60797,First,12.8,1076,5,313637.34
Hyundai,2010,Petrol,Manual,190729,Second,13.2,1768,16,35000.0
Maruti,2014,Diesel,Manual,143116,Fourth,20.9,1119,12,35000.0
Hyundai,2020,Petrol,Automatic,61181,Third,21.0,1388,6,190965.56
Maruti,2022,CNG,Manual,58564,Second,21.4,1059,4,159665.25
Mahindra,2025,Petrol,Manual,17194,First,13.8,1536,1,597652.68
Renault,2015,Diesel,Manual,121703,First,17.5,1286,11,76122.53
Maruti,2008,Petrol,Automatic,210114,Third,22.4,1422,18,35000.0
Ford,2023,CNG,Manual,31404,First,24.3,895,3,325455.19
MG,2007,Petrol,Automatic,217103,First,16.4,1059,19,37405.02
Honda,2010,Diesel,Automatic,190722,Third,17.2,1942,16,38548.93
Maruti,2018,Petrol,Manual,86292,First,25.0,925,8,125400.74
Ford,2007,Petrol,Automatic,236847,First,15.5,1357,19,35000.0
Skoda,2014,Petrol,Manual,147978,Second,14.7,1747,12,77231.86
Renault,2024,Diesel,Manual,22786,First,20.4,948,2,340133.8
Chevrolet,2024,CNG,Manual,28200,First,13.0,1083,2,229380.88
Honda,2011,Diesel,Manual,174618,Fourth,18.4,1458,15,35000.0
Mahindra,2017,Diesel,Automatic,104589,First,18.9,1443,9,193957.14
Hyundai,2005,Petrol,Automatic,248706,First,18.9,902,21,35000.0
Maruti,2012,Electric,Manual,178493,First,17.2,1354,14,46334.86
Nissan,2015,Diesel,Automatic,131633,Second,18.5,1312,11,80112.93
Honda,2019,Petrol,Automatic,87847,First,19.8,2263,7,267006.94
Toyota,2006,Diesel,Manual,243254,First,19.6,1224,20,35000.0
Chevrolet,2011,Petrol,Automatic,186098,Second,15.4,1464,15,35000.0
Mahindra,2018,Petrol,Automatic,95417,Second,16.9,1120,8,158639.15
Mahindra,2016,Diesel,Manual,108824,Second,20.1,805,10,116922.82
Tata,2022,Electric,Manual,41544,Second,15.6,1459,4,309464.33
Mahindra,2016,Petrol,Automatic,118851,First,10.6,1536,10,124409.07
Volkswagen,2021,Diesel,Manual,66915,First,13.2,2085,5,417918.0
Chevrolet,2010,Petrol,Manual,191230,First,11.8,1826,16,35000.0
Tata,2023,Diesel,Automatic,23173,Second,19.1,1004,3,311409.9
Skoda,2021,Petrol,Manual,53941,Second,8.4,600,5,273672.58
Hyundai,2017,Petrol,Automatic,103884,First,19.0,1295,9,128890.57
Skoda,2014,Petrol,Automatic,140227,First,18.5,1784,12,117127.44
Tata,2007,Petrol,Manual,212320,Third,17.6,1809,19,35000.0
Mahindra,2012,Petrol,Manual,171587,Third,23.3,1173,14,38049.92
Mahindra,2019,Petrol,Manual,87989,First,13.4,1569,7,194893.85
Hyundai,2014,Diesel,Manual,145436,First,21.0,1338,12,62792.36
Maruti,2026,Diesel,Manual,4681,First,20.6,1193,0,534988.05
Ford,2018,Petrol,Manual,93007,First,18.9,1717,8,148136.8
Tata,2013,Diesel,Manual,156635,First,18.9,1054,13,50644.59
Hyundai,2005,Electric,Manual,259815,First,17.6,954,21,35000.0
Toyota,2005,Petrol,Automatic,257824,Fourth,12.7,2003,21,35000.0
Tata,2019,Diesel,Manual,86639,First,21.0,1101,7,156375.52
Mahindra,2014,Diesel,Manual,149719,Third,20.4,1024,12,55103.26
Maruti,2015,Diesel,Automatic,134382,Second,24.0,1371,11,63757.91
Volkswagen,2011,Petrol,Manual,180767,Second,18.8,1698,15,46006.64
Hyundai,2024,Petrol,Manual,9463,Second,19.1,2018,2,411636.63
Maruti,2014,Petrol,Manual,155903,First,21.2,1312,12,49954.31
Maruti,2011,Petrol,Automatic,177664,First,12.1,1286,15,35000.0
Maruti,2017,Petrol,Manual,92776,Second,10.1,1301,9,77309.49
Nissan,2006,Electric,Manual,236467,First,24.2,1186,20,35000.0
Toyota,2026,Petrol,Manual,14315,First,18.8,1335,0,752855.38
Maruti,2021,Diesel,Manual,66846,First,14.5,1208,5,207707.8
Renault,2015,Diesel,Automatic,146586,First,18.8,1386,11,77310.56
Maruti,2014,Diesel,Manual,151320,First,17.5,1127,12,55679.15
MG,2007,Petrol,Manual,228993,Fourth,18.1,961,19,35000.0
Toyota,2017,Diesel,Automatic,93096,First,19.7,669,9,207843.77
Renault,2008,Diesel,Manual,206454,First,17.5,1729,18,35000.0
Renault,2010,Diesel,Manual,185408,First,18.3,1229,16,35000.0
Hyundai,2021,Petrol,Automatic,63213,First,21.3,1105,5,268878.72
BMW,2007,Electric,Manual,225237,Fourth,14.2,2065,19,112635.77
Volkswagen,2021,Petrol,Manual,31766,Second,18.2,1306,5,328704.17
Chevrolet,2024,Petrol,Automatic,30138,First,15.7,885,2,307703.19
Maruti,2017,Diesel,Manual,102782,Second,18.9,1375,9,95011.62
Volkswagen,2019,Diesel,Automatic,79329,Second,10.7,1474,7,224817.8
Maruti,2021,Petrol,Manual,71758,Third,18.1,867,5,113406.45
Honda,2018,CNG,Manual,101475,First,16.5,1402,8,142762.37
Mahindra,2021,CNG,Manual,64143,Second,16.4,1312,5,233096.83
Maruti,2017,Petrol,Automatic,107051,Fourth,17.2,600,9,55664.59
Mahindra,2023,Petrol,Automatic,35789,Second,27.1,1381,3,425069.6
Hyundai,2022,Petrol,Manual,45616,First,17.4,1143,4,290773.65
Chevrolet,2020,Petrol,Automatic,60892,First,13.1,1303,6,185353.33
Honda,2010,Petrol,Manual,188178,First,15.9,829,16,35000.0
Volkswagen,2011,Petrol,Manual,191359,First,23.6,1319,15,48237.66
Mahindra,2005,Petrol,Manual,257618,Fourth,23.2,1068,21,35000.0
Toyota,2011,Petrol,Manual,178829,First,17.0,996,15,53477.37
Renault,2025,Petrol,Manual,12064,First,11.9,844,1,336201.21
Honda,2009,Diesel,Manual,189409,Second,18.0,1989,17,35000.0
Honda,2019,Petrol,Manual,81232,First,15.2,1796,7,204689.27
BMW,2023,Petrol,Manual,37053,First,16.0,1299,3,2005995.23
Tata,2006,Diesel,Automatic,226186,Second,20.5,896,20,35000.0
Honda,2008,Petrol,Manual,213410,First,19.7,1874,18,36802.33
MG,2024,Diesel,Automatic,32102,First,19.4,1358,2,898737.01
Maruti,2024,Diesel,Manual,30528,First,17.2,1177,2,366965.05
Mercedes,2017,Diesel,Manual,111892,Second,15.9,1959,9,871235.47
Toyota,2023,Petrol,Automatic,34621,Second,12.0,1561,3,474988.59
Honda,2020,CNG,Manual,73633,First,20.8,676,6,204584.79
Maruti,2009,Petrol,Manual,190798,First,18.5,1155,17,35000.0
Honda,2008,Petrol,Manual,222417,Third,23.2,1685,18,35000.0
Volvo,2009,Diesel,Automatic,194483,Third,15.9,1976,17,128047.2
Honda,2005,Diesel,Manual,264223,First,19.8,1166,21,35000.0
Renault,2017,Diesel,Manual,103896,First,23.8,1811,9,110765.35
Hyundai,2007,Petrol,Manual,217203,First,16.1,1020,19,35000.0
Tata,2013,Petrol,Manual,170356,Second,17.4,1107,13,41483.25
Hyundai,2007,Petrol,Manual,233690,Second,20.3,1744,19,35000.0
Skoda,2025,Electric,Manual,587,First,20.3,1868,1,1072035.75
Tata,2013,Diesel,Automatic,162243,Second,11.8,852,13,44292.94
Chevrolet,2020,Diesel,Manual,63242,Second,20.3,1514,6,164478.76
Maruti,2010,Diesel,Manual,188138,Second,16.8,1058,16,35000.0
Hyundai,2006,Petrol,Automatic,226873,First,23.4,1772,20,35000.0
Honda,2019,Petrol,Automatic,77033,First,25.0,600,7,218213.87
Honda,2006,CNG,Manual,246900,Second,20.0,715,20,35000.0
Hyundai,2012,Petrol,Manual,170912,First,17.7,756,14,43502.28
Tata,2017,Petrol,Manual,110581,First,12.7,1275,9,90319.03
Volkswagen,2022,Diesel,Automatic,31908,Second,15.6,1461,4,442157.9
Toyota,2009,Diesel,Manual,186063,First,14.0,916,17,43205.57
Honda,2008,Petrol,Automatic,223170,Second,11.4,739,18,35000.0
Honda,2020,Petrol,Manual,81494,Second,28.9,1469,6,210108.2
MG,2007,Petrol,Manual,225033,Second,20.6,1818,19,35000.0
Volkswagen,2010,Petrol,Automatic,193482,Second,26.5,1453,16,52753.74
Ford,2013,Diesel,Automatic,161508,First,18.2,2142,13,76708.92
Toyota,2025,Diesel,Automatic,4070,First,15.7,1496,1,969686.08
Hyundai,2013,Petrol,Automatic,162832,First,31.7,1446,13,62886.21
Audi,2013,Diesel,Manual,152294,Third,25.9,1042,13,298209.83
Nissan,2008,Diesel,Manual,224407,First,15.3,1621,18,35000.0
Chevrolet,2010,Petrol,Manual,195936,First,22.2,1098,16,35000.0
Maruti,2026,Petrol,Automatic,6098,Second,16.9,1200,0,481126.59
Nissan,2007,Petrol,Automatic,215429,First,13.2,1364,19,35000.0
Mercedes,2019,CNG,Manual,92606,Second,16.2,1283,7,990945.09
Maruti,2009,CNG,Manual,208122,Second,12.5,1361,17,35000.0
Ford,2025,Petrol,Manual,19466,First,14.5,837,1,318308.4
Honda,2005,Diesel,Automatic,255762,First,13.9,1443,21,35000.0
Maruti,2018,Diesel,Manual,89487,Second,16.2,1522,8,101079.14
Maruti,2006,Petrol,Manual,244165,Second,21.9,672,20,35000.0
Mahindra,2022,Petrol,Manual,48647,First,19.0,1333,4,358421.7
Ford,2013,Diesel,Automatic,169433,Third,15.5,1748,13,42604.66
Hyundai,2022,Electric,Manual,51752,First,14.5,1169,4,365117.47
Nissan,2005,Petrol,Automatic,270862,Second,18.9,1278,21,35000.0
Tata,2015,Petrol,Automatic,140392,Second,24.3,1029,11,65118.64
Mahindra,2018,Petrol,Manual,80276,Second,12.8,1303,8,129743.72
Mahindra,2019,Petrol,Manual,75534,First,19.0,963,7,204455.5
MG,2006,Petrol,Manual,213893,First,16.2,1283,20,35000.0
Ford,2006,Diesel,Manual,228613,First,23.2,1352,20,35000.0
Hyundai,2016,Petrol,Manual,113834,Second,13.1,1013,10,67996.44
Hyundai,2021,Petrol,Manual,42316,First,19.9,1302,5,273606.75
Ford,2007,Petrol,Manual,212968,First,21.1,1291,19,35000.0
Hyundai,2016,Petrol,Automatic,129758,First,15.7,1520,10,106720.57
Ford,2026,Petrol,Manual,6232,First,20.3,1314,0,618641.01
Renault,2007,Electric,Manual,227528,Test Drive,13.5,1286,19,35000.0
Tata,2007,CNG,Manual,226557,Fourth,14.1,709,19,35000.0
Maruti,2026,Petrol,Automatic,23297,First,18.6,1284,0,451754.68
Tata,2023,Diesel,Manual,22917,Second,13.5,1422,3,299141.15
Skoda,2018,Petrol,Automatic,88455,Third,19.5,1276,8,169554.49
Mahindra,2023,Petrol,Manual,36598,Second,14.8,942,3,323502.45
Tata,2005,Diesel,Automatic,257086,First,8.4,1579,21,35000.0
Renault,2009,Electric,Automatic,206852,First,10.6,1354,17,35000.0
Ford,2006,Petrol,Manual,224512,Third,18.3,992,20,35000.0
Maruti,2020,Diesel,Manual,68235,Second,17.4,1031,6,146109.09
Mahindra,2012,Diesel,Manual,164938,Second,18.6,940,14,46168.64
Honda,2010,Petrol,Manual,187450,First,29.8,1068,16,36216.56
Maruti,2020,Petrol,Automatic,82231,Second,21.0,1233,6,151511.04
Maruti,2021,Petrol,Automatic,75850,Second,19.0,1604,5,193209.09
Tata,2020,Petrol,Manual,74111,Second,15.2,1434,6,153930.26
Tata,2017,Petrol,Automatic,109049,Second,28.3,963,9,105306.22
Maruti,2026,Petrol,Manual,7723,Second,20.6,834,0,317307.46
Skoda,2008,Petrol,Manual,219308,Fourth,15.7,768,18,35000.0
Hyundai,2020,Diesel,Manual,80487,Second,20.8,1461,6,176911.46
Maruti,2024,Petrol,Automatic,17926,First,18.0,894,2,326703.97
Audi,2024,Diesel,Manual,14557,Second,14.1,1543,2,2479500.88
Nissan,2016,Petrol,Automatic,108535,First,13.4,852,10,103927.17
Lexus,2013,CNG,Automatic,149397,First,14.5,1461,13,346104.19
Maruti,2008,Diesel,Manual,220782,First,16.6,1870,18,35000.0
Maruti,2017,Petrol,Automatic,122706,Third,17.3,807,9,61571.92
Renault,2019,Petrol,Manual,78623,First,16.9,843,7,131563.05
Maruti,2006,Electric,Manual,239658,First,18.5,1153,20,35000.0
Mahindra,2017,Petrol,Automatic,107885,Second,10.7,1338,9,113894.81
Mercedes,2022,Petrol,Automatic,39514,Test Drive,9.9,1035,4,2126794.25
Hyundai,2011,Diesel,Automatic,179738,First,22.4,1409,15,46279.85
Mahindra,2010,Petrol,Manual,197075,Second,18.4,1334,16,35000.0
Mahindra,2021,Diesel,Manual,67591,Third,17.7,1123,5,226289.29
Hyundai,2022,Petrol,Manual,31850,First,17.3,1863,4,318775.99
Maruti,2005,Petrol,Manual,252005,First,15.5,1104,21,35000.0
Honda,2021,Diesel,Automatic,64792,First,22.6,2245,5,401599.28
Ford,2011,Petrol,Manual,159026,Second,18.5,1236,15,35560.03
Honda,2022,Petrol,Automatic,38312,First,20.5,1213,4,429810.27
Mahindra,2022,Petrol,Manual,53138,First,24.2,1171,4,403895.39
Hyundai,2005,CNG,Manual,256582,First,18.4,1675,21,35000.0
Mahindra,2019,Electric,Manual,83765,First,16.4,1271,7,295261.36
Kia,2006,Petrol,Manual,245255,First,21.3,1337,20,35000.0
Hyundai,2020,Diesel,Automatic,61383,First,20.7,1573,6,310796.84
Mahindra,2020,Petrol,Manual,60920,Second,19.2,1106,6,223576.6
Honda,2005,Petrol,Manual,253519,First,22.8,1954,21,35000.0
Mahindra,2005,Petrol,Manual,251974,First,14.9,1119,21,35000.0
Toyota,2017,Diesel,Manual,103466,Third,20.0,1573,9,130833.03
Honda,2005,Diesel,Automatic,264935,First,24.5,1558,21,35000.0
Audi,2010,Diesel,Manual,201918,Third,17.8,1346,16,175226.46
Tata,2021,Diesel,Manual,67625,Second,20.6,1684,5,202483.83
Renault,2024,Diesel,Automatic,27396,First,20.9,821,2,457043.91
Mahindra,2016,CNG,Manual,113958,First,11.2,1413,10,88336.81
Kia,2015,Petrol,Manual,151282,First,15.6,1439,11,82981.25
Skoda,2009,Petrol,Manual,215257,Second,20.4,1288,17,38612.06
Hyundai,2005,Diesel,Automatic,238534,Third,21.4,867,21,35000.0
Maruti,2011,Diesel,Manual,183677,Second,18.2,1770,15,35000.0
Toyota,2011,Petrol,Automatic,189844,First,12.9,2117,15,61206.16
Maruti,2019,Electric,Manual,72084,First,29.3,1126,7,196916.81
Renault,2019,Electric,Manual,68949,Second,21.6,727,7,152713.86
Maruti,2007,Petrol,Manual,233785,Test Drive,20.6,869,19,35000.0
BMW,2019,Petrol,Manual,59336,First,17.2,1685,7,1298328.6
Hyundai,2012,Petrol,Manual,152933,First,22.5,1713,14,49430.23
Hyundai,2013,Petrol,Automatic,142870,First,10.7,1257,13,56986.67
Maruti,2008,LPG,Manual,217863,Second,18.8,1651,18,35000.0
Hyundai,2023,Electric,Manual,34418,First,20.3,1307,3,468820.38
Tata,2011,Diesel,Automatic,164973,First,19.4,785,15,40374.06
Tata,2026,Petrol,Manual,500,Second,11.2,1341,0,430175.9
Jeep,2005,Diesel,Manual,243415,First,16.2,837,21,35306.11
Maruti,2024,Diesel,Automatic,12610,Third,16.4,1178,2,314999.41
Nissan,2013,Petrol,Automatic,150783,First,16.5,1325,13,58664.2
Skoda,2016,Diesel,Manual,125976,First,23.3,1234,10,144564.35
Maruti,2008,Electric,Manual,220508,Second,20.0,1178,18,35000.0
Ford,2022,Petrol,Manual,48648,Third,20.1,1523,4,215518.13
Hyundai,2007,Electric,Automatic,221697,Fourth,18.9,1537,19,35000.0
Chevrolet,2015,Petrol,Manual,144064,First,26.2,1382,11,57694.44
Chevrolet,2023,Petrol,Manual,47479,First,13.8,1037,3,223438.94
Maruti,2010,Petrol,Automatic,190990,First,17.8,1834,16,35000.0
Mercedes,2011,Diesel,Manual,179223,Second,12.2,1279,15,265639.98
Hyundai,2024,Petrol,Automatic,27546,First,19.7,958,2,387173.7
Kia,2008,Petrol,Manual,231925,First,14.2,1499,18,35000.0
Renault,2008,Diesel,Manual,203697,First,20.6,1208,18,35000.0
Kia,2008,Petrol,Manual,214408,First,12.2,1499,18,35000.0
Maruti,2016,Petrol,Manual,116930,Third,22.7,1142,10,56980.64
Maruti,2021,Diesel,Manual,73868,First,20.5,2161,5,219457.78
Toyota,2022,CNG,Manual,47301,Second,17.0,1482,4,312785.61
Honda,2005,Petrol,Automatic,250654,Second,9.4,1248,21,35000.0
Maruti,2015,Petrol,Manual,141781,Second,14.1,1300,11,51042.82
Ford,2014,Diesel,Automatic,154984,Second,19.7,656,12,55640.26
Maruti,2014,Petrol,Manual,152997,Second,17.3,1361,12,43618.6
Honda,2006,Petrol,Manual,251738,First,11.7,708,20,35000.0
Maruti,2023,Petrol,Automatic,30345,Second,18.8,1616,3,265285.54
Hyundai,2013,CNG,Manual,151632,First,23.0,1111,13,47595.7
Hyundai,2023,Petrol,Manual,40407,First,26.4,1038,3,308689.54
Mahindra,2011,Petrol,Manual,190021,First,24.2,1476,15,59537.34
Ford,2010,Petrol,Automatic,196160,First,17.6,1233,16,35000.0
Maruti,2023,Petrol,Automatic,26019,Third,14.8,1437,3,236357.62
